Supergroup_Domain;Phylum;Class;Order;Family;Genus;Traits
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Silanimonas;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Tahibacter;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Wohlfahrtiimonas;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonadaceae_X;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_X;Acidibacter;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_X;Candidatus Competibacter;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_X;Plasticicumulans;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_X;Steroidobacter;free-living
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales_X;Xanthomonadales_XX;free-living
Bacteria;Proteobacteria;Proteobacteria_X;Proteobacteria_XX;Proteobacteria_XXX;Candidatus Allobeggiatoa;free-living
Bacteria;Proteobacteria;Proteobacteria_X;Proteobacteria_XX;Proteobacteria_XXX;Proteobacteria_XXXX;free-living
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus;free-living
Bacteria;Saccharibacteria;Saccharibacteria_X;Saccharibacteria_XX;Saccharibacteria_XXX;Candidatus Saccharimonas;free-living
Bacteria;Saccharibacteria;Saccharibacteria_X;Saccharibacteria_XX;Saccharibacteria_XXX;Saccharibacteria_XXXX;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Brachyspiraceae;Brachyspira;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Brevinemataceae;Brevinema;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;Leptonema;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;Leptospira;parasite
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;Leptospiraceae_X;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;Turneriella;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Salinispira;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Sphaerochaeta;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaetaceae_X;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetales_X;Exilispira;free-living
Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetales_X;Spirochaetales_XX;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminivibrio;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminomonas;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Candidatus Tammella;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Lactivibrio;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Synergistaceae_X;free-living
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermovirga;free-living
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;free-living
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;free-living
Bacteria;Tenericutes;Mollicutes;Mollicutes_X;Mollicutes_XX;Mollicutes_XXX;free-living
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;free-living
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Defluviitoga;free-living
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Fervidobacterium;free-living
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Mesotoga;free-living
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotogaceae_X;free-living
Bacteria;Verrucomicrobia;Opitutae;Opitutae_X;Opitutae_XX;Opitutae_XXX;free-living
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Alterococcus;free-living
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Diplosphaera;free-living
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;free-living
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus;free-living
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;free-living
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Puniceicoccaceae_X;free-living
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Puniceicoccus;free-living
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;free-living
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacterales_X;Chthoniobacterales_XX;free-living
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Xiphinematobacteraceae;Candidatus Xiphinematobacter;free-living
Bacteria;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobia_XX;Verrucomicrobia_XXX;Candidatus Methylacidiphilum;free-living
Bacteria;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobia_XX;Verrucomicrobia_XXX;Pedosphaera;free-living
Bacteria;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobia_XX;Verrucomicrobia_XXX;Verrucomicrobia_XXXX;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Brevifollis;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobiaceae_X;free-living
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiales_X;Verrucomicrobiales_XX;free-living
Breviatea;Breviatea_X;Breviatea_XX;Breviatea_XXX;Breviatea_XXXX;Breviatea_XXXXX;free-living
Breviatea;Breviatea_X;Breviatida;Breviatidea;Breviatidea_X;Breviatidea_XX;free-living
Breviatea;Breviatea_X;Breviatida;Breviatidea;Breviatidea_X;Pygsuia;free-living
Cryptista;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptomonadales;Cryptomonadales_X;free-living
Cryptista;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptophyceae_XX;Cryptophyceae_XXX;free-living
Cryptista;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Goniomonadales;Goniomonas;free-living
Cryptista;Katablepharidophyta;Katablepharidaceae;Katablepharidales;Katablepharidales_X;Katablepharidales_XX;free-living
Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemea_X;Rhynchopus;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Colacium;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Euglena;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Euglenaria;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Heteronema;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Lepocinclis;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Monomorphina;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Phacus;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenales;Trachelomonas;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Euglenida_X;Anisonema;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Peranemadales;Peranema;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadales;Notosolenus;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadales;Petalomonadales_X;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadales;Petalomonas;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Pleotidales;Entosiphon;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Rhabdomonadales;Astasia;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Rhabdomonadales;Distigma;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Rhabdomonadales;Menoidium;free-living
Excavata;Discoba;Euglenozoa;Euglenida;Rhabdomonadales;Rhabdomonas;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Bodonidae;Bodo;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Bodonidae;Bodonidae_X;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Eubodonid;Eubodonid_X;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Kinetoplastida_X;Kinetoplastida_XX;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Cruzella;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Dimastigella;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Klosteria;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Neobodo;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Neobodonid_X;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Rhynchobodo;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Neobodonid;Rhynchomonas;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Parabodonid;Parabodo;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Parabodonid;Procryptobia;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Prokinetoplastidae;Ichthyobodo;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Prokinetoplastidae;Prokinetoplastidae_X;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Blechomonas;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Crithidia;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Endotrypanum;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Herpetomonas;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Leishmania;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Leptomonas;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Paratrypanosoma;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Phytomonas;parasite
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Trypanosoma;free-living
Excavata;Discoba;Euglenozoa;Kinetoplastida;Trypanosomatidae;Trypanosomatidae_X;parasite
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Heterolobosea_XX;Heterolobosea_XXX;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Heterolobosea_XX;Neovahlkampfia;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Heterolobosea_XX;Paravahlkampfia;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Lyromonadidae;Harpagon;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Lyromonadidae;Psalteriomonas;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Lyromonadidae;Sawyeria;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Pharyngomonaceae;Pharyngomonaceae_X;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Pharyngomonaceae;Pharyngomonas;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Vahlkampfiidae;Allovahlkampfia;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Vahlkampfiidae;Naegleria;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Vahlkampfiidae;Tetramitus;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Vahlkampfiidae;Vahlkampfiidae_X;free-living
Excavata;Discoba;Heterolobosea;Heterolobosea_X;Vahlkampfiidae;Willaertia;free-living
Excavata;Discoba;Jakobida;Jakobida_X;Jakobidae;Andalucia;free-living
Excavata;Discoba;Jakobida;Jakobida_X;Jakobidae;Reclinomonas;free-living
Excavata;Metamonada;Fornicata;Fornicata_X;Giardiinae;Giardia;parasite
Excavata;Metamonada;Fornicata;Fornicata_X;Hexamitinae-Enteromonadida;Enteromonas;parasite
Excavata;Metamonada;Fornicata;Fornicata_X;Hexamitinae-Enteromonadida;Hexamita;parasite
Excavata;Metamonada;Fornicata;Fornicata_X;Hexamitinae-Enteromonadida;Hexamitinae-Enteromonadida_X;parasite
Excavata;Metamonada;Fornicata;Fornicata_X;Hexamitinae-Enteromonadida;Trepomonas;parasite
Excavata;Metamonada;Fornicata;Fornicata_X;Hexamitinae-Enteromonadida;Trimitus;parasite
Excavata;Metamonada;Parabasalia;Cristamonadida;Cristamonadida_X;Cristamonadida_XX;parasite
Excavata;Metamonada;Parabasalia;Dientamoebinae;Dientamoebinae_X;Dientamoeba;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomitus-Hypotrichomonas;Trichomitus;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Lacusteria;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Pseudotrichomonas;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Tetratrichomonas;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Trichomonadidae_X;parasite
Excavata;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Trichomonas;parasite
Excavata;Metamonada;Preaxostyla;Oxymonadida;Trimastigidae;Trimastix;free-living
Haptista;Centroheliozoa;Centroheliozoa_X;Centroheliozoa_XX;Centroheliozoa_XXX;Centroheliozoa_XXXX;free-living
Haptista;Haptista_X;Haptista_XX;Haptista_XXX;Haptista_XXXX;Ancoracysta;free-living
Haptista;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;free-living
Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Noelaerhabdaceae_X;free-living
Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;free-living
Haptista;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia_XXXX;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecida_X;Acanthoecida_XX;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae;Acanthoecidae_X;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae;Stephanoecidae_X;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Choanoflagellatea_X;Choanoflagellatea_XX;Choanoflagellatea_XXX;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Choanoflagellatea_X;Choanoflagellatea_XX;Salpingoeca_XX;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae;Codosiga;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae;Monosiga;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae;Monosigidae_X;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae;Salpingoeca;free-living
Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae;Salpingoecidae_X;free-living
Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Choanoflagellida_XXX;Choanoflagellida_XXXX;free-living
Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Choanoflagellida_XXX;Desmarella;free-living
Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Choanoflagellida_XXX;Sphaeroeca;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Aureobasidium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Bipolaris;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Cladosporium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Curvularia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Davidiella;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Dothideomycetes_X;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Epicoccum;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Guignardia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Hortaea;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Leptosphaerulina;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Melanomma;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Mycosphaerella;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Neosetophoma;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Ochroconis;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Paraconiothyrium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Paraphoma;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Phoma;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Phyllosticta;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Pleospora;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Pyrenochaeta;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Scolecobasidium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Scolicosporium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Ascocalvatia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Cladophialophora;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Eupenicillium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetes_X;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Exophiala;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Nannizziopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Penicillium;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Phaeosaccardinula;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Pyxidiophora;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Zodiomyces;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Alectoria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Baeomyces;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Parmeliopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Stictis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Umbilicaria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Xanthoparmelia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Articulospora;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Caespitotheca;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Chalara;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Chloroscypha;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Cryptosporiopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Cudonia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Erysiphe;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Gremmeniella;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Infundichalara;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Lachnellula;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Medeolaria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Microidium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Phyllactinia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Pseudogymnoascus;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Rhymbocarpus;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Sclerotinia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Tetrachaetum;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Varicosporium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Orbiliomycetes;Lecophagus;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetes_X;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycetes;Rhizina;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycotina_X;Hypocenomyce;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycotina_X;Macrophomina;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycotina_X;Ophioparma;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycotina_X;Pezizomycotina_XX;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Pezizomycotina_X;Ptychographa;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Acremonium;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Aniptodera;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Beauveria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Buergenerula;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Carpoligna;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Chaetomium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Claviceps;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Colletotrichum;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Coniochaeta;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Elaphocordyceps;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Fusarium;parasite
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Gliocladium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerella;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Grosmannia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Hirsutella;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocrea;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Hypoxylon;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Isaria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lecanicillium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Leptographium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Magnaporthe;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Magnaporthiopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Metarhizium;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Nectria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Neocosmospora;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Ophiocordyceps;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Ophiognomonia;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Pestalotiopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Phomopsis;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Pseudallescheria;free-living
Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Pseudophialophora;free-living
