"";"Supergroup";"Phylum";"Class";"Order";"Family";"Genus";"Species";"AD_DNF";"AD_EFF";"AD_INF";"AD_NFC";"AH_DNF";"AH_EFF";"AH_INF";"AH_NFC";"BE_EFF";"BE_INF";"BE_NFC";"EM_DNF";"EM_EFF";"EM_INF";"EM_NFC";"FD_DNF";"FD_EFF";"FD_INF";"FD_NFC";"FR_DNF";"FR_EFF";"FR_INF";"FR_NFC";"MN_DNF";"MN_EFF";"MN_INF";"MN_NFC";"TE_DNF";"TE_EFF";"TE_INF";"TE_NFC";"TG_DNF";"TG_EFF";"TG_INF";"TG_NFC";"TU_DNF";"TU_EFF";"TU_INF";"TU_NFC";"WT_DNF";"WT_EFF";"WT_INF";"WT_NFC";"ZR_DNF";"ZR_EFF";"ZR_INF";"ZR_NFC"
"426";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Chlorella";"Chlorella_sp";0;2;0;0;3;0;4;2;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;2;4;0;2;0;1;1;1;1;1;0;0;9;23;0;0;0;1;0
"427";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Chlorella";"Chlorella_vulgaris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"428";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Chlorellales_XX";"Chlorellales_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"429";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Micractinium";"Micractinium_inermum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"430";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Oocystis";"Oocystis_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"431";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Parachlorella";"Parachlorella_kessleri";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"432";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Picochlorum";"Picochlorum_eukaryotum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"433";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Picochlorum";"Picochlorum_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0
"434";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Prototheca";"Prototheca_cutis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"435";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Prototheca";"Prototheca_stagnora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"436";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Prototheca";"Prototheca_ulmea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"437";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Prototheca";"Prototheca_wickerhamii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"438";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Prototheca";"Prototheca_zopfii_var._hydrocarbonea";0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"439";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Microthamniales";"Microthamniales_X";"Trebouxia";"Trebouxia_sp";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"440";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Prasiolales";"Prasiolales_X";"Elliptochloris";"Elliptochloris_subsphaerica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
"441";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Prasiolales";"Prasiolales_X";"Pseudochlorella";"Pseudochlorella_pringsheimii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"442";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Prasiolales";"Prasiolales_X";"Stichococcus";"Stichococcus_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
"443";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Trebouxiophyceae_X";"Trebouxiophyceae_XX";"Hemichloris";"Hemichloris_antarctica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"444";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Trebouxiophyceae_X";"Trebouxiophyceae_XX";"Trebouxiophyceae_XXX";"Trebouxiophyceae_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0
"445";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Watanabea-Clade";"Watanabea-Clade_X";"Apatococcus";"Apatococcus_lobatus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"446";"Archaeplastida";"Chlorophyta";"Trebouxiophyceae";"Watanabea-Clade";"Watanabea-Clade_X";"Chloroidium";"Chloroidium_angustoellipsoideum";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"447";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Cladophorales";"Cladophorales_X";"Basicladia";"Basicladia_sp";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"448";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Cladophorales";"Cladophorales_X";"Cladophora";"Cladophora_kosterae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"449";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Cladophorales";"Cladophorales_X";"Cladophora";"Cladophora_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"450";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Cladophorales";"Cladophorales_X";"Cladophora";"Cladophora_sterrocladia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"451";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Cladophorales";"Cladophorales_X";"Cladophora";"Cladophora_vagabunda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"452";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Trentepohliales";"Trentepohliales_X";"Trentepohlia";"Trentepohlia_sp";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;3;0;0;0;0;0;8;0;0;0;0;0;0;5;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"453";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Ulotrichales";"Ulotrichales_X";"Gayralia";"Gayralia_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"454";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Ulotrichales";"Ulotrichales_X";"Trichosarcina";"Trichosarcina_mucosa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"455";"Archaeplastida";"Chlorophyta";"Ulvophyceae";"Ulvophyceae_X";"Ulvophyceae_XX";"Ulvophyceae_XXX";"Ulvophyceae_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"456";"Archaeplastida";"Glaucophyta";"Glaucocystophyceae";"Glaucocystophytes";"Cyanoptycaceae";"Cyanoptyche";"Cyanoptyche_gloeocystis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"457";"Archaeplastida";"Picozoa";"Picozoa_X";"Picozoa_XX";"Picozoa_XXX";"Picozoa_XXXX";"Picozoa_XXXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"458";"Archaeplastida";"Rhodophyta";"Bangiophyceae";"Bangiales";"Bangiaceae";"Pyropia";"Pyropia_pseudolinearis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"459";"Archaeplastida";"Rhodophyta";"Bangiophyceae";"Cyanidiales";"Cyanidiales_X";"Cyanidiales_XX";"Cyanidiales_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"460";"Archaeplastida";"Rhodophyta";"Bangiophyceae";"Cyanidiales";"Cyanidiales_X";"Cyanidium";"Cyanidium_caldarium";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"461";"Archaeplastida";"Rhodophyta";"Compsopogonophyceae";"Erythropeltidales";"Erythropeltidales_X";"Erythrocladia";"Erythrocladia_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"462";"Archaeplastida";"Rhodophyta";"Compsopogonophyceae";"Erythropeltidales";"Erythropeltidales_X";"Erythropeltidales_XX";"Erythropeltidales_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"463";"Archaeplastida";"Rhodophyta";"Compsopogonophyceae";"Erythropeltidales";"Erythropeltidales_X";"Erythrotrichia";"Erythrotrichia_carnea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"464";"Archaeplastida";"Rhodophyta";"Porphyridiophyceae";"Porphyridiales";"Porphyridiales_X";"Porphyridium";"Porphyridium_purpureum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"465";"Archaeplastida";"Streptophyta";"Coleochaetophyceae";"Coleochaetophyceae_X";"Coleochaetophyceae_XX";"Coleochaete";"Coleochaete_conchata";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"466";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Abies";"Abies_firma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"467";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Abies";"Abies_lasiocarpa";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"468";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Aconitum";"Aconitum_racemulosum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"469";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Actaea";"Actaea_cimicifuga";0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;59;27;0;0;0;0;0;79;0;0;0;0;0;0;84;105;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0
"470";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Actaea";"Actaea_simplex";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"471";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Adelia";"Adelia_ricinella";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"472";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Aesculus";"Aesculus_pavia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"473";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Alectryon";"Alectryon_excelsus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"474";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Alseuosmia";"Alseuosmia_macrophylla";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"475";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Amaranthus";"Amaranthus_sp";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"476";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Ampelocera";"Ampelocera_hottlei";0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;13;6;0;0;0;0;0;13;0;0;0;0;0;0;16;12;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
"477";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Amphorogyne";"Amphorogyne_celastroides";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"478";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Amsonia";"Amsonia_orientalis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"479";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Andruris";"Andruris_sp";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"480";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Anisophyllea";"Anisophyllea_fallax";1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;1;0;0;1;5;1;0;0;0;0;0;9;8;0;3;0;0;1;0;1;0;0;1;0;1;0;0;3
"481";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Anthobolus";"Anthobolus_leptomerioides";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"482";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Arabidopsis";"Arabidopsis_thaliana";0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"483";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Astragalus";"Astragalus_hoantchy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"484";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Athyrium";"Athyrium_filix-femina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"485";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Atropa";"Atropa_belladonna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"486";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Austrobaileya";"Austrobaileya_scandens";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"487";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Austromuellera";"Austromuellera_trinervia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"488";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Balanophora";"Balanophora_yakushimensis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"489";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Begonia";"Begonia_ulmifolia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"490";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Beta";"Beta_vulgaris";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"491";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Betula";"Betula_pendula";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"492";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Bonplandia";"Bonplandia_geminiflora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"493";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Borya";"Borya_septentrionalis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"494";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Botrychium";"Botrychium_virginianum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"495";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Brachypodium";"Brachypodium_distachyon";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"496";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Brassica";"Brassica_oleracea";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"497";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Bruguiera";"Bruguiera_gymnorhiza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"498";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Bryum";"Bryum_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"499";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Burmannia";"Burmannia_biflora";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"500";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Burmannia";"Burmannia_capitata";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;3;0;0;0;0;0;13;0;0;0;0;0;0;6;14;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"501";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Camelina";"Camelina_sativa";0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"502";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Capsicum";"Capsicum_annuum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"503";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Carpinus";"Carpinus_betulus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0
"504";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Castilleja";"Castilleja_miniata";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"505";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Ceanothus";"Ceanothus_americanus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"506";"Archaeplastida";"Streptophyta";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";"Cenchrus";"Cenchrus_americanus";1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
